,역명,지하철역
813,금북초등학교.e편한세상금호105동,신금호
814,힐스테이트서울숲리버,금호
815,중앙슈퍼,어린이대공원(세종대)
816,극동아파트상가,옥수
817,모닝후레쉬,금호
818,화단삼거리,금호
819,금호어린이집,신금호
820,논골.금호벽산아파트.성동공유센터,신금호
821,행당서울숲푸르지오상가앞,행당
822,왕약국,어린이대공원(세종대)
823,한남하이츠아파트,옥수
824,금호산입구,신금호
825,한진아파트후문,행당
826,신동아아파트후문,행당
827,제일감리교회,금호
828,행당서울숲푸르지오109동앞,행당
829,벽산아파트정문,신금호
830,스탠다드차타드은행성수2가지점,성수
831,옥수종합사회복지관,옥수
832,행당2동주민센터,행당
833,삼거리정자앞,행당
834,금호119안전센터,신금호
835,성수2가3동주민센터.성수지구대,성수
836,옥수삼성아파트,옥수
837,현대공업사앞,행당
838,두산상가후문,금호
839,중앙병원,신금호
840,무학중학교.무학여고,행당
841,만물상회앞,행당
842,논골사거리,신금호
843,신한은행,성수
844,응봉초등학교.대림아파트,행당
845,상봉노인정앞,행당
846,논골신협.대림아파트후문,신금호
847,국민은행입구,성수
848,응봉역.광희중,행당
849,우리은행.백범학원터,금호
850,금남시장.화단앞,금호
851,금호공원,금호
852,대현산체육관입구,행당
853,지하철2호선성수역,성수
854,대우아파트입구,금호
855,원형화단,금호
856,금봉어린이집.또또와마트,행당
857,경수중학교입구,성수
858,옥정중학교,옥수
859,천은교회,신금호
860,한전입구,왕십리(성동구청)
861,논골입구.성동공유센터,신금호
862,옥수동주민센터,금호
863,성동보건소,상왕십리
864,행당역.대림아파트정문,행당
865,청계벽산아파트,상왕십리
866,논골.e편한세상금호114동,신금호
867,코스모타워,상왕십리
868,화단앞,금호
869,성동사회복지관.청계천문화관,용두(동대문구청)
870,성동구도시관리공단.서울시시설관리공단,용두(동대문구청)
871,e편한세상금호117동,신금호
872,마장동축산물시장,마장
873,극동.풍림아파트,신금호
874,중앙병원앞,신금호
875,도선동사거리,왕십리(성동구청)
876,성동중앙교회.벽산아파트정문,신금호
877,GS주유소,금호
878,대림아파트후문,행당
879,응봉하이퍼마트,행당
880,서울숲푸르지오아파트정문,금호
881,대림상가,행당
882,충북상회,행당
883,서울숲푸르지오아파트후문,옥수
884,삼거리정자,행당
885,금호초등학교,신금호
886,신동아아파트,행당
887,삼성래미안아파트,신금호
888,두산아파트111동,금호
889,두산아파트109동,금호
890,극동아파트4동,금호
891,두산아파트115동,금호
892,금호역.3호선,금호
893,벽산아파트501동앞,신금호
894,벽산아파트505동앞,신금호
895,벽산아파트111동앞,신금호
896,벽산아파트206동앞,신금호
897,벽산아파트202동앞,신금호
898,벽산하이피아상가앞,신금호
899,행당푸르지오아파트,행당
900,금옥초등학교.금호대우아파트,금호
901,금호삼성래미안,신금호
902,응봉현대아파트,행당
903,응봉주민센터,행당
904,래미안옥수리버젠아파트,금호
905,래미안옥수리버젠아파트상가,금호
906,옥수동주민센터.옥수동성당,옥수
907,국민은행,옥수
908,삼성아파트정문,옥수
909,성동노인종합복지관,마장
910,중앙하이츠아파트,왕십리(성동구청)
911,민자역사후문,왕십리(성동구청)
912,금호정형외과,신금호
913,금호고등학교앞,신금호
914,벽산하이피아상가,신금호
915,벽산노인정,신금호
916,벽산아파트107동,신금호
917,벽산아파트109동,신금호
918,벽산아파트505동,신금호
919,벽산아파트501동,신금호
920,광희중학교.응봉역,행당
921,한신아파트후문,행당
922,한신아파트정문,행당
923,금북초등학교입구,신금호
924,대현산배수지공원앞,신금호
925,선영약국,상왕십리
926,텐즈힐아파트101동.115동,상왕십리
927,숭신초등학교.도선고등학교앞,상왕십리
928,텐즈힐아파트120동.213동앞,상왕십리
929,왕십리중앙교회,신설동
930,마장동현대아파트,신답
931,청계장원아파트,신답
932,마장2교사거리,마장
933,옥수교회,금호
934,텐즈힐아파트107동앞,상왕십리
935,논골.대림아파트107동.금호동벽산아파트,신금호
936,옥수역5.6번출구,옥수
937,서울숲푸르지오아파트,옥수
938,언더스탠드애비뉴,뚝섬
939,성동구민체육센터,뚝섬
940,서울숲역,뚝섬
941,경일중고등학교,성수
942,이마트.서울숲힐스테이트아파트,성수
943,서울숲코오롱디지털타워2차,성수
944,동부경찰관기동대,성수
945,한라시그마밸리앞,성수
946,성수역3번출구,성수
947,현대그린아파트,성수
948,한라시그마밸리,성수
949,성동구민종합체육센터,뚝섬
950,옥수역2번출구,옥수
951,성수대교북단교차로,뚝섬
952,옥수파크힐스아파트,금호
953,옥정초등학교,옥수
954,e편한세상금호109동,신금호
955,왕십리자이아파트107동,상왕십리
956,왕십리KCC스위첸아파트,상왕십리
957,금호베스트빌아파트노인정앞,상왕십리
958,풍림아이원아파트후문,상왕십리
959,응봉역.광희중학교,행당
960,대림강변타운아파트A상가,행당
961,리버그린동아아파트정문,행당
962,서울숲리버뷰자이아파트제2주차장,한양대
963,서울숲리버뷰자이아파트제1주차장,한양대
964,왕십리로교차로,한양대
965,리버그린동아아파트,한양대
966,서울숲공원,뚝섬
967,성수역수제화거리,성수
968,한양대역,한양대
969,군자교입구,군자(능동)
970,군자역4번출구.용마초등학교,군자(능동)
971,군자역5번출구.용마초등학교,군자(능동)
972,중곡동입구삼거리,아차산(어린이대공원후문)
973,어린이대공원후문아차산역,아차산(어린이대공원후문)
974,새밭교회,아차산(어린이대공원후문)
975,광나루역,광나루(장신대)
976,군자교,군자(능동)
977,메리놀외방선교회,군자(능동)
978,중곡1동주민센터입구,군자(능동)
979,중곡1동사거리,중곡
980,중마초등학교.중곡제일골목시장앞,중곡
981,용마사거리,중곡
982,중곡2동주민센터앞,군자(능동)
983,중곡동성당앞,중곡
984,국립서울병원앞,중곡
985,중곡동종점,중곡
986,중곡보건지소,아차산(어린이대공원후문)
987,신성시장앞,아차산(어린이대공원후문)
988,중곡우체국앞,중곡
989,면곡시장,중곡
990,중곡아파트,중곡
991,중곡역입구,중곡
992,중곡3동주민센터앞,중곡
993,면곡시장앞,용마산
994,용암사입구,중곡
995,용곡삼거리,중곡
996,중곡역,중곡
997,대원고교앞,중곡
998,신성시장,아차산(어린이대공원후문)
999,중곡동입구,아차산(어린이대공원후문)
1000,어린이대공원앞,군자(능동)
1001,능동사거리.군자역,군자(능동)
1002,구의사거리.광진소방서앞,어린이대공원(세종대)
1003,어린이회관,어린이대공원(세종대)
1004,광진경찰서,구의(광진구청)
1005,광진구청,구의(광진구청)
1006,구의역2번출구,구의(광진구청)
1007,구의시장삼거리,구의(광진구청)
1008,구의2동주민센터입구,아차산(어린이대공원후문)
1009,구의사거리,구의(광진구청)
1010,현대아파트앞,강변(동서울터미널)
1011,광진우체국,구의(광진구청)
1012,강변역A,강변(동서울터미널)
1013,테크노마트앞.강변역,강변(동서울터미널)
1014,현대2단지,강변(동서울터미널)
1015,올림픽대교북단사거리,구의(광진구청)
1016,광장동현대아파트앞,광나루(장신대)
1017,광나루역.극동아파트,광나루(장신대)
1018,워커힐아파트.광장동,광나루(장신대)
1019,워커힐아파트앞,광나루(장신대)
1020,워커힐입구,광나루(장신대)
1021,자양사거리,구의(광진구청)
1022,자양초등학교앞,구의(광진구청)
1023,건국대학교앞,건대입구
1024,자양미소약국.자양골목시장,뚝섬유원지
1025,국민은행자양지점앞,구의(광진구청)
1026,자양아파트앞,구의(광진구청)
1027,자양동잠실대교북단,구의(광진구청)
1028,신자초등학교앞,뚝섬유원지
1029,동서울우편집중국앞,구의(광진구청)
1030,구의역3번출구,구의(광진구청)
1031,국민은행신자양지점,뚝섬유원지
1032,신양초등학교앞,뚝섬유원지
1033,뚝도변전소앞,뚝섬유원지
1034,건대역,건대입구
1035,자양우성아파트앞,뚝섬유원지
1036,자양고교앞,뚝섬유원지
1037,대동아파트앞,건대입구
1038,노룬산시장,건대입구
1039,건대입구역,건대입구
1040,자양4동주민센터앞,뚝섬유원지
1041,화양리,어린이대공원(세종대)
1042,어린이대공원역.화양천주교회,어린이대공원(세종대)
1043,서울화양초등학교,어린이대공원(세종대)
1044,건대입구역사거리.건대병원,건대입구
1045,어린이대공원역3번출구,어린이대공원(세종대)
1046,KEB.하나은행.군자동.지점,군자(능동)
1047,세진약국앞,군자(능동)
1048,군자삼거리,군자(능동)
1049,세종초등학교.세종사이버대학교앞,어린이대공원(세종대)
1050,세종초교앞,군자(능동)
1051,군자새마을금고.성동광진위센터,어린이대공원(세종대)
1052,군자새마을금고앞,어린이대공원(세종대)
1053,화양시장앞,어린이대공원(세종대)
1054,장안초등학교,어린이대공원(세종대)
1055,어린이대공원앞.세종대학교,어린이대공원(세종대)
1056,능동교회앞,군자(능동)
1057,군자역먹자골목사거리,군자(능동)
1058,군자동주민센터앞,군자(능동)
1059,어린이대공원후문,아차산(어린이대공원후문)
1060,제일은행사거리,뚝섬유원지
1061,동곡삼거리,중곡
1062,건대입구역사거리,건대입구
1063,광진청소년수련관,광나루(장신대)
1064,강변역B,강변(동서울터미널)
1065,중곡동성당,중곡
1066,중곡4동경로당입구앞,아차산(어린이대공원후문)
1067,중곡아파트.종점,중곡
1068,긴고랑종점,중곡
1069,정보도서관,광나루(장신대)
1070,강원설비앞,아차산(어린이대공원후문)
1071,대원외고앞,중곡
1072,중앙상회앞,아차산(어린이대공원후문)
1073,한강호텔입구,광나루(장신대)
1074,중곡아파트.기점,중곡
1075,구.새마을금고앞,중곡
1076,대명슈퍼앞,아차산(어린이대공원후문)
1077,광나루현대아파트,광나루(장신대)
1078,긴고랑주차장,아차산(어린이대공원후문)
1079,신성시장입구,아차산(어린이대공원후문)
1080,벨마트앞,아차산(어린이대공원후문)
1081,마을금고.브레드제과점,아차산(어린이대공원후문)
1082,긴고랑입구,아차산(어린이대공원후문)
1083,우리들약국,아차산(어린이대공원후문)
1084,광남고.삼성아파트,광나루(장신대)
1085,하나약국,아차산(어린이대공원후문)
1086,현대3차아파트,광나루(장신대)
1087,기업은행.용마사거리,중곡
1088,소망슈퍼,아차산(어린이대공원후문)
1089,찬양교회,아차산(어린이대공원후문)
1090,송림식당앞,건대입구
1091,영화사입구,아차산(어린이대공원후문)
1092,군자역,군자(능동)
1093,강변역.테크노마트앞,강변(동서울터미널)
1094,자양중학교앞,뚝섬유원지
1095,성안약국,아차산(어린이대공원후문)
1096,테크노마트C,강변(동서울터미널)
1097,지영슈퍼,아차산(어린이대공원후문)
1098,구의역,구의(광진구청)
1099,국민은행자양지점,뚝섬유원지
1100,아차산역사거리,아차산(어린이대공원후문)
1101,(구)동양마트앞,구의(광진구청)
1102,영동대교입구.성수사거리,건대입구
1103,선화예고앞,아차산(어린이대공원후문)
1104,농협구의역지점앞,구의(광진구청)
1105,화양동현대아파트,건대입구
1106,성자초등학교앞,구의(광진구청)
1107,구.신광약국,아차산(어린이대공원후문)
1108,구의시장앞,구의(광진구청)
1109,아남전자,건대입구
